"2022-01-24 02:22:16 [main] INFO  c.f.c.CreditApplicationSystemApplication - Starting CreditApplicationSystemApplication using Java 11.0.12 on Mühendis with PID 3852 (C:\Users\fyesi\OneDrive\Masaüstü\graduate-homework\credit-application-system\target\classes started by fyesi in C:\Users\fyesi\OneDrive\Masaüstü\graduate-homework\credit-application-system)
""2022-01-26 10:39:05 [http-nio-8080-exec-6] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 150 ms
""2022-01-26 10:39:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-01-26 10:39:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-01-26 10:47:39 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Starting CreditApplicationSystemApplication using Java 11.0.12 on Mühendis with PID 14668 (C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system\target\classes started by fyesi in C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system)
""2022-01-26 10:47:39 [restartedMain] DEBUG c.f.c.CreditApplicationSystemApplication - Running with Spring Boot v2.6.2, Spring v5.3.14
""2022-01-26 10:47:39 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - No active profile set, falling back to default profiles: default
""2022-01-26 10:47:40 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-01-26 10:47:40 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.56]
""2022-01-26 10:47:40 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-01-26 10:47:40 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-01-26 10:47:40 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.3.Final
""2022-01-26 10:47:40 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-01-26 10:47:40 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-01-26 10:47:41 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-01-26 10:47:41 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
""2022-01-26 10:47:41 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-01-26 10:47:42 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Started CreditApplicationSystemApplication in 2.908 seconds (JVM running for 3.66)
""2022-01-26 10:47:44 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-01-26 10:47:44 [http-nio-8080-exec-3] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 150 ms
""2022-01-26 10:52:18 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-01-26 10:52:18 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-01-26 10:52:30 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Starting CreditApplicationSystemApplication using Java 11.0.12 on Mühendis with PID 15788 (C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system\target\classes started by fyesi in C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system)
""2022-01-26 10:52:30 [restartedMain] DEBUG c.f.c.CreditApplicationSystemApplication - Running with Spring Boot v2.6.2, Spring v5.3.14
""2022-01-26 10:52:30 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - No active profile set, falling back to default profiles: default
""2022-01-26 10:52:31 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-01-26 10:52:31 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.56]
""2022-01-26 10:52:31 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-01-26 10:52:31 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-01-26 10:52:31 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.3.Final
""2022-01-26 10:52:31 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-01-26 10:52:31 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-01-26 10:52:31 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-01-26 10:52:31 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
""2022-01-26 10:52:32 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-01-26 10:52:33 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Started CreditApplicationSystemApplication in 3.25 seconds (JVM running for 4.004)
""2022-01-26 10:52:33 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-01-26 10:52:33 [http-nio-8080-exec-3] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 168 ms
""2022-01-26 10:54:48 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-01-26 10:54:48 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-01-26 11:20:49 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Starting CreditApplicationSystemApplication using Java 11.0.12 on Mühendis with PID 16472 (C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system\target\classes started by fyesi in C:\Users\fyesi\OneDrive\Masaüstü\n11-bootcamp\credit-application-system)
""2022-01-26 11:20:49 [restartedMain] DEBUG c.f.c.CreditApplicationSystemApplication - Running with Spring Boot v2.6.2, Spring v5.3.14
""2022-01-26 11:20:49 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - No active profile set, falling back to default profiles: default
""2022-01-26 11:20:50 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-01-26 11:20:50 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.56]
""2022-01-26 11:20:50 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-01-26 11:20:50 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-01-26 11:20:50 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.3.Final
""2022-01-26 11:20:50 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-01-26 11:20:50 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-01-26 11:20:50 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-01-26 11:20:50 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
""2022-01-26 11:20:51 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-01-26 11:20:52 [restartedMain] INFO  c.f.c.CreditApplicationSystemApplication - Started CreditApplicationSystemApplication in 2.964 seconds (JVM running for 3.813)
""2022-01-26 11:20:54 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-01-26 11:20:54 [http-nio-8080-exec-1] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 177 ms
""2022-01-26 11:21:06 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-01-26 11:21:06 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
"
